ES Best, ES Average 
-105.843415, -712.983960
-21.330605, -331.143735
-16.162217, -226.058114
184.969634, -101.271394
244.630235, -39.568605
242.623002, 19.673590
259.812922, 110.043380
273.623846, 166.167356
278.705202, 195.142307
287.903630, 215.821001
295.444143, 244.613225
290.710853, 257.882692
295.391646, 265.285420
297.388847, 269.013981
297.776943, 272.674342
